Key,Version,Timeline (Days after Entering Journey),Email Name,Preheader,Email Body Text,Links Clicked (Date range 7/21/2024-12/31/2024),Total Clicks,Unique Clicks,Net CTR,Version.1,Links Clicked (Date range 1/1/23-7/21/24),Total Clicks.1,Unique Clicks.1,Net CTR.1,Version.2,Links Clicked (Date range 1/1/23-7/21/24).1,Total Clicks.2,Unique Clicks.2,Net CTR.2,Version.3,Links Clicked (Date range 1/1/23-10/12/23),Total Clicks.3,Unique Clicks.3,Net CTR.3
57,9,23,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",Unsubscribe,4,1,0.002,,,,,,,,,,,,,,,
58,10,24,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",Watch the video,1,1,0.002,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",https://pittforms.tfaforms.net/424165,10,6,0.019,1,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",this resource,12,6,0.019,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",https://www.sci.pitt.edu/admissions/take-next-step,10,5,0.016,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",Unsubscribe,3,3,0.01,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",https://vimeo.com/532406348,1,1,0.003,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",https://www.sci.pitt.edu/academics,1,1,0.003,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",Manage Preferences,2,1,0.003,,,,,,,,,,,,,,,
30,1,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",Watch the video,1,1,0.003,,,,,,,,,,,,,,,
29,1,15,Start your application - email 2, A note about the application from SCI’s Graduate Admissions Manager ,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",https://gradcas.liaisoncas.org/apply/,36,20,0.052,1,,,,,,,,,,,,,,
29,1,15,Start your application - email 2, A note about the application from SCI’s Graduate Admissions Manager ,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",Click here,6,6,0.015,,,,,,,,,,,,,,,
29,1,15,Start your application - email 2, A note about the application from SCI’s Graduate Admissions Manager ,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",Unsubscribe,1,1,0.003,,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",events,2,2,0.006,1,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://www.sci.pitt.edu/news,4,1,0.003,,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://www.sci.pitt.edu/academics,1,1,0.003,,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://pittforms.tfaforms.net/424165,1,1,0.003,,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://www.sci.pitt.edu/admissions/take-next-step,1,1,0.003,,,,,,,,,,,,,,,
31,1,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",Unsubscribe,1,1,0.003,,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",SteelHacks,2,2,0.01,1,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",https://careercentral.pitt.edu/resources/handshake/,6,1,0.005,,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",https://pittforms.tfaforms.net/424165,1,1,0.005,,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",Alternative Spring Break,1,1,0.005,,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",Handshake,1,1,0.005,,,,,,,,,,,,,,,
36,1,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",Unsubscribe,4,1,0.005,,,,,,,,,,,,,,,
35,1,15,Career Resources - email 2,Learn at one of the best Universities,"Pitt and Pittsburgh go together like peanut butter and jelly. The City of Pittsburgh has been ranked among the best places to live in the U.S. by U.S. News and World Report, and they named the University of Pittsburgh among top public universities in the U.S., too!  

Coming to Pitt is made better by our city – a home to industry and innovation, from high-powered corporations to deeply-rooted community organizations.  

Pittsburgh is home to world-class cultural organizations, Fortune 500 companies, tech companies like Google and Duolingo, and so much more.  

Intrigued? Check out Cool Pittsburgh and get to know Pittsburgh: the peanut butter to our jelly. 

Student Services Signature 

APPLY NOW BUTTON.",https://www.sci.pitt.edu/admissions/take-next-step,5,2,0.014,1,,,,,,,,,,,,,,
35,1,15,Career Resources - email 2,Learn at one of the best Universities,"Pitt and Pittsburgh go together like peanut butter and jelly. The City of Pittsburgh has been ranked among the best places to live in the U.S. by U.S. News and World Report, and they named the University of Pittsburgh among top public universities in the U.S., too!  

Coming to Pitt is made better by our city – a home to industry and innovation, from high-powered corporations to deeply-rooted community organizations.  

Pittsburgh is home to world-class cultural organizations, Fortune 500 companies, tech companies like Google and Duolingo, and so much more.  

Intrigued? Check out Cool Pittsburgh and get to know Pittsburgh: the peanut butter to our jelly. 

Student Services Signature 

APPLY NOW BUTTON.",Cool Pittsburgh,1,1,0.007,,,,,,,,,,,,,,,
35,1,15,Career Resources - email 2,Learn at one of the best Universities,"Pitt and Pittsburgh go together like peanut butter and jelly. The City of Pittsburgh has been ranked among the best places to live in the U.S. by U.S. News and World Report, and they named the University of Pittsburgh among top public universities in the U.S., too!  

Coming to Pitt is made better by our city – a home to industry and innovation, from high-powered corporations to deeply-rooted community organizations.  

Pittsburgh is home to world-class cultural organizations, Fortune 500 companies, tech companies like Google and Duolingo, and so much more.  

Intrigued? Check out Cool Pittsburgh and get to know Pittsburgh: the peanut butter to our jelly. 

Student Services Signature 

APPLY NOW BUTTON.",Unsubscribe,1,1,0.007,,,,,,,,,,,,,,,
26,1,15,Welcome from Student Success ,A message from Director of Student Success ,"Dear FIRST NAME,  

Thank you for your interest in graduate studies at Pitt’s School of Computing and information (SCI). My name is Lynnsey Doane, and I am the Director of Student Success at SCI. 

I lead the SCI Student Success team in outreach and holistic support for SCI’s graduate students. Through one-on-one advising relationships and group activities, our team heralds the individual needs and unique goals of our students. Student Success helps students identify and build new skills, develop their strengths and overcome challenges, and we create programming that makes the SCI experience exceptional.  

As you explore graduate studies, here and elsewhere, I want to make sure you know my recipe for success: utilize your resources, ask for help, and truly understand how you learn as much as what you learn. The resources offered by the Student Success team, along with our exceptional faculty and unique experiences, can help you build your future success! 
If you need further information, have questions, or just need some help on your education journey, please reach out to our admissions team! 

Lynnsey's Signature 

APPLY NOW BUTTON. ",,0,,,1,,,,,,,,,,,,,,
33,1,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",Visiting Scholars,2,2,0.03,1,,,,,,,,,,,,,,
33,1,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",https://pittforms.tfaforms.net/424165,1,1,0.015,,,,,,,,,,,,,,,
33,1,15,More than our address,"We bring Pittsburgh to the world, and vice-versa","From its origin in the Steel industry, the ""Steel City” (Pittsburgh) has grown into a leading hub for technology, medicine, and science. More importantly, newcomers will be glad to know it’s one of the most neighborly cities in the nation. 

While campus is rooted in Oakland, a Pittsburgh neighborhood, Pitt’s branches reach around the globe. More than 2800 international students represent 104 countries on campus, and in the 2022-23 academic year, nearly 1000 students explored studies abroad. 

The Pitt Global Hub is our one-stop resource to explore the world through Pitt: six national resource centers, a calendar full of globally focused events, and courses in more than 35 foreign languages are just some of the ways Pitt can connect you to the world. 

At SCI, we share the values of global connectedness, and support students in bringing their skills beyond borders through options like alternative spring break, field experiences and industry partnerships, and access to labs, centers, and institutes which conduct internationally impactful research. Visiting Scholars brings highly talented students from all over the world to contribute to Pitt's work. 

APPLY NOW BUTTON.  

Care to learn more? Reach out! 

Jane’s Signature",https://www.sci.pitt.edu/admissions/take-next-step,1,1,0.015,,,,,,,,,,,,,,,
27,1,15,Welcome from Emily Bennett- Experiential Learning,A message from SCI's manager of Experiential Learning ,"Dear FIRST NAME,  

I’m so pleased you’re interested in graduate studies at the University of Pittsburgh’s School of Computing and Information! As the Manager of Experiential Learning, my job is to help students build skills and make an impact outside their classroom.  As you explore graduate programs, take a moment to explore some SCI experiential learning. There’s something for everyone: 

    iServe: This pairs students with non-profit organizations for a semester-long project. While it’s great for your resume, it’s also a highly rewarding experience that makes a difference in the Pittsburgh community. 

    Community Engagement Centers: Go out in the Pittsburgh community, where you can teach digital literacy, cybersecurity, coding, and other topics. 

    Alternative Spring Break: Make a global impact! SCI has brought students to Ecuador for over 7 years where they lead technical, skills-based service projects and benefit a community. 

    Internships and co-ops: It’s always a great option to learn on the job, but there are many other ways to engage with employers through sessions, workshops, and more. 

Even though graduate school will be more focused and rigorous than your undergraduate studies, I can assure you that using your skills in applied settings is even more important!   

Best of luck in your search for a graduate program! Please don’t hesitate to contact the SCI Student Services team if you have any questions! 

Emily Bennett’s signature 

APPLY NOW BUTTON.",iServe:,1,1,0.036,1,,,,,,,,,,,,,,
38,2,15,Info Session Reminder - unsub appl,A chat with us might be just what you need,"FIRST NAME, 

Do you suspect that Pitt’s School of Computing and Information might help you reach your goals? 

Let’s talk. We offer information sessions at a variety of days and times to accommodate your schedule. We’ll talk through a few frequently asked questions before opening to a Q&A. 

Come see if SCI is your way forward.  

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature  ",https://gradcas.liaisoncas.org/apply/,8,7,0.076,,,,,,,,,,,,,,,
38,2,15,Info Session Reminder - unsub appl,A chat with us might be just what you need,"FIRST NAME, 

Do you suspect that Pitt’s School of Computing and Information might help you reach your goals? 

Let’s talk. We offer information sessions at a variety of days and times to accommodate your schedule. We’ll talk through a few frequently asked questions before opening to a Q&A. 

Come see if SCI is your way forward.  

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature  ",Come see if SCI is your way forward,7,5,0.054,,,,,,,,,,,,,,,
38,2,15,Info Session Reminder - unsub appl,A chat with us might be just what you need,"FIRST NAME, 

Do you suspect that Pitt’s School of Computing and Information might help you reach your goals? 

Let’s talk. We offer information sessions at a variety of days and times to accommodate your schedule. We’ll talk through a few frequently asked questions before opening to a Q&A. 

Come see if SCI is your way forward.  

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature  ",Unsubscribe,1,1,0.011,,,,,,,,,,,,,,,
45,2,10,Complete your application - 1,Take some time and work on your application to SCI ,"With computing and information at the forefront of social development and hiring markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change, it starts here! 

Starting an application can be a challenging step but finishing one can be hard too. Take a few minutes to work on it today! 

“ACCESS THE APPLICATION” BUTTON 

Need some help? Click here to register for an application session or email me to ask! 

Jane’s Signature ",https://gradcas.liaisoncas.org/apply/,4,4,0.063,,,,,,,,,,,,,,,
45,2,10,Complete your application - 1,Take some time and work on your application to SCI ,"With computing and information at the forefront of social development and hiring markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change, it starts here! 

Starting an application can be a challenging step but finishing one can be hard too. Take a few minutes to work on it today! 

“ACCESS THE APPLICATION” BUTTON 

Need some help? Click here to register for an application session or email me to ask! 

Jane’s Signature ",here,4,2,0.032,,,,,,,,,,,,,,,
44,2,10,Complete your application - 2,A reminder to submit your SCI application,"We get it - choosing to go for a graduate degree can be intimidating. We're here to help! 

Use this resource to be sure you have what you need for the ACADEMIC PROGRAM application. 

Do you have: 

    A strong undergraduate GPA, 

    Recommenders for strong letters of recommendation, 

    A sense of purpose to write down, 

    A resume, 

    Transcripts from your other degree(s), 

    Acceptable English Language Proficiency Exam scores (International Applicants),  

    And the application fee of $85, 

If so, you might be ready to hit “submit”. Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

“ACCESS THE APPLICATION” BUTTON  

If you’re stuck, send us an email! We’ll be happy to help. 

Jane’s Signature",https://gradcas.liaisoncas.org/apply/,5,4,0.08,,,,,,,,,,,,,,,
40,2,10,SCI Career Tips,Sometimes it’s the little things that matter most ,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

SCI’s dedication to student success is reflected in everything we do. Our manager of experiential learning, Emily Bennett, is here to connect you with big opportunities to network, resume-and interview skills-building, and securing the best possible outside-the-classroom experiences for your goals. But she’s also there with words of wisdom to make the most of everything you do. Click here to see Emily’s career advice! 

There are so many ways to experience SCI. Finish your application now! 

“ACCESS YOUR APPLICATION” BUTTON 

Jane’s Signature ",https://gradcas.liaisoncas.org/apply/,5,4,0.105,,,,,,,,,,,,,,,
